long,str,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,long,
9059,"world\wmo\northrend\buildings\human\nd_human_construction01\coliseum_intact_floor.wmo",0,0,0,0,0,0,0,0,0,0,-100.144592285,-61.8867950439,-17.4309864044,99.774559021,61.9984550476,-3.26230692863,0,
9060,"world\wmo\northrend\buildings\human\nd_human_construction01\coliseum_destruct_floor.wmo",0,0,0,0,0,0,0,0,0,0,-268.460479736,8.8396692276,-3.42761397362,288.068756104,43.8339309692,-3.23729610443,0,
9061,"spells\spellobject_bomb.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9062,"world\expansion03\doodads\worgen\walls\worgen_citygate01.MDX",0,15177,0,15178,0,0,0,0,0,0,-0.447968989611,-12.7662830353,0.367776989937,0.46444401145,12.7092571259,16.3653850555,0,
9063,"world\expansion03\doodads\worgen\walls\worgen_citygate02.MDX",0,9031,0,9032,0,0,0,0,0,0,-0.456205993891,-17.1854915619,0.367776989937,0.456207990646,17.1647415161,16.3653850555,0,
9064,"world\generic\pvp\teleporters\bg_teleporter_alliance_01.mdx",0,16016,16014,0,0,0,0,0,0,0,-9.49610424042,-2.12441897392,0.0610090009868,6.04386806488,1.84987103939,11.9686870575,0,
9065,"world\generic\pvp\teleporters\bg_teleporter_horde_01.mdx",0,16015,16013,0,0,0,0,0,0,0,-10.0795812607,-2.34861803055,0.0610090009868,5.87887620926,2.04838895798,14.0251722336,0,
9066,"spells\magic_precast_hand.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9067,"world\expansion03\doodads\gilneas\rocks\gn_rocks_06.mdx",0,0,0,0,0,0,0,0,0,0,-5.04439210892,-8.83387756348,-5.00181484222,5.17762899399,7.26760578156,2.74196004868,0,
9068,"creature\goblin_cannon\goblin_cannon.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9069,"world\expansion02\doodads\generic\argentcrusade\argentcrusade_chest_01.mdx",0,1277,0,1278,0,0,0,0,0,0,-0.584496974945,-0.894446015358,-0.0309209991246,0.845359027386,0.949687004089,1.31879198551,0,
9072,"creature\snowflakecreature\snowflakecreature.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9073,"world\kalimdor\silithus\passivedoodads\elven\nightelfruinwallsilithusrubble01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9075,"world\generic\goblin\passivedoodads\oildrum\goblin_floatingoildrum_exploder01.mdx",0,0,0,0,16352,0,0,0,0,0,-0.73792797327,-0.518149971962,-0.679647028446,0.724358022213,0.524416983128,0.656841993332,0,
9076,"world\generic\passivedoodads\thanksgiving\g_thanksgivingtable_01_collision.mdx",0,0,0,0,0,0,0,0,0,0,0.0342990010977,0.6879529953,0.328759014606,0.213627994061,0.746219992638,0.509971022606,0,
9077,"world\expansion02\doodads\isleofconquest\isleofconcquest_horde_banner_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.600444018841,-1.07111203671,-0.0981749966741,0.799045026302,1.06148397923,3.97210407257,0,
9078,"world\expansion02\doodads\isleofconquest\isleofconcquest_alliance_banner_01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9079,"world\expansion03\doodads\lostisles\bushes\li_aloe01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9081,"spells\instancenewportal_red.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9082,"spells\creature_spellportal_purple.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9083,"spells\creature_spellportal_white.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9084,"world\expansion02\doodads\grizzlyhills\rocks\grizzlyhills_boulder01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9085,"world\wmo\northrend\buildings\human\gate\nd_human_gate_closedopenclosed.wmo",0,0,0,0,0,0,0,0,0,0,-11.8624391556,-37.4673652649,-20.3644390106,13.8546590805,37.2708702087,47.0145378113,0,
9086,"world\generic\pvp\teleporters\bg_teleporter_alliance_base.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9087,"WORLD\EXPANSION02\DOODADS\GENERIC\HUMAN\ND_HUMAN_GATE_CLOSEDFX_DOOR.MDX",0,16010,0,16009,0,0,0,0,0,0,-0.798848986626,-21.4665870667,-1.24092400074,2.08801603317,21.5596103668,30.9726219177,0,
9088,"world\generic\pvp\teleporters\bg_teleporter_gunship_horde_base.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9089,"world\generic\pvp\teleporters\bg_teleporter_gunship_alliance_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.06625795364,-2.12441897392,0.0610090009868,1.97041201591,1.84987103939,6.89208889008,0,
9090,"world\generic\pvp\teleporters\bg_teleporter_gunship_horde_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.24028897285,-2.34861803055,0.0610090009868,2.22572898865,2.04838895798,6.89208889008,0,
9091,"world\dungeon\cavernsoftime\passivedoodads\darkportal\cot_standingstone02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9092,"world\generic\goblin\passivedoodads\lostisles\goblin_escapepod_floating.mdx",0,0,0,0,16352,0,0,0,0,0,-0.833402991295,-0.582892000675,-0.650135993958,0.770999014378,0.704846024513,0.671154022217,0,
9093,"world\expansion03\doodads\worgen\items\worgen_crate_broken_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.448343992233,-0.483756005764,-0.000895000004675,0.529196977615,0.495820999146,0.797320008278,0,
9094,"world\generic\human\passive doodads\ropeladders\ropeladder01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9095,"world\expansion03\doodads\worgen\items\worgen_barrel_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.611389994621,-0.594834029675,-0.00324300001375,0.592442989349,0.608999013901,1.28267598152,0,
9096,"WORLD\EXPANSION02\DOODADS\GENERIC\HUMAN\ND_HUMAN_GATE_CLOSED_COLLISION.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9097,"world\generic\darkirondwarf\passive doodads\tables\darkirontable01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9098,"world\generic\goblin\passivedoodads\lostisles\goblin_lamppost_03.MDX",0,0,0,0,0,0,0,0,0,0,-4.43798589706,-6.03098297119,-1.95902502537,0.963979005814,0.789101004601,6.76711797714,0,
9099,"world\generic\goblin\passivedoodads\lostisles\goblin_lamppost_02.MDX",0,0,0,0,0,0,0,0,0,0,-0.246784001589,-0.705116987228,-0.111859999597,0.650837004185,0.974240005016,3.1383600235,0,
9100,"world\generic\goblin\passivedoodads\lostisles\goblin_fence_brown_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9101,"world\generic\goblin\passivedoodads\lostisles\goblin_fence_brown_05.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9102,"world\generic\goblin\passivedoodads\lostisles\goblin_fence_brown_06.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9103,"world\generic\goblin\passivedoodads\lostisles\goblin_fence_brown_07.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9104,"world\generic\goblin\passivedoodads\lostisles\goblin_wagon_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9105,"world\generic\goblin\passivedoodads\lostisles\goblin_crate_05.MDX",0,0,0,0,0,0,0,0,0,0,-0.645473003387,-0.980964004993,-0.102592997253,0.644068002701,0.959177017212,0.816331982613,0,
9106,"world\generic\goblin\passivedoodads\lostisles\goblin_lamppost_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.566025018692,-0.623305022717,-0.0787580013275,0.487749010324,0.779797017574,2.7609910965,0,
9107,"world\generic\goblin\passivedoodads\lostisles\goblin_fence_brown_09.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9108,"world\generic\goblin\passivedoodads\lostisles\goblin_crate_06.MDX",0,0,0,0,0,0,0,0,0,0,-0.459785014391,-0.539681017399,-0.102592997253,0.403411000967,0.416314989328,0.786163985729,0,
9109,"world\generic\goblin\passivedoodads\lostisles\goblin_guardtower_01.MDX",0,0,0,0,0,0,0,0,0,0,-5.42595911026,-6.27909183502,-0.215279996395,3.60769200325,6.06317901611,22.648651123,0,
9110,"world\expansion03\doodads\lostisles\cactus\lostisles_cactuspalm_05.MDX",0,0,0,0,0,0,0,0,0,0,-9.76176929474,-14.6624164581,-0.367763996124,13.3336458206,6.39021492004,53.6122322083,0,
9111,"world\generic\goblin\passivedoodads\lostisles\goblin_fence_brown_08.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9112,"world\generic\goblin\passivedoodads\crazymachines\goblin_catapult_01.MDX",0,0,0,0,0,0,0,0,0,0,-5.83282804489,-9.28886508942,-1.42423403263,14.3252477646,6.65324020386,18.4063053131,0,
9113,"world\generic\goblin\passivedoodads\lostisles\goblin_lamppost_04.MDX",0,0,0,0,0,0,0,0,0,0,-0.217797994614,-0.53960698843,-0.0997940003872,0.290946990252,0.513805985451,2.73639988899,0,
9114,"world\generic\goblin\passivedoodads\lostisles\goblin_prisonwall_01.MDX",0,0,0,0,0,0,0,0,0,0,-2.41696190834,-6.41396999359,-0.347647994757,2.41696190834,6.42329597473,15.6808662415,0,
9115,"world\generic\goblin\passivedoodads\lostisles\goblin_crate_04.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9116,"world\generic\goblin\passivedoodads\lostisles\goblin_crate_02.MDX",0,0,0,0,0,0,0,0,0,0,-0.441830009222,-0.518375992775,-0.102592997253,0.465261012316,0.461448997259,0.786163985729,0,
9117,"world\generic\goblin\passivedoodads\lostisles\goblin_fence_brown_04.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9118,"world\expansion03\doodads\worgen\items\worgen_brick.mdx",0,0,0,0,0,0,0,0,0,0,-0.27790799737,-0.424618989229,-0.00726100010797,0.28568598628,0.422928988934,0.45484700799,0,
9119,"spells\destructible_dustfall_fx02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9120,"spells\destructible_dustfall_fx01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9121,"WORLD\EXPANSION03\DOODADS\GILNEAS\GILNEAS_BARRICADE_COLLISION.MDX",0,0,0,0,0,0,0,0,0,0,-151.225006104,-234.840744019,-5.06953191757,250.203826904,195.540817261,15.6049451828,0,
9122,"world\expansion03\doodads\worgen\items\worgen_clothes_05.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9123,"world\expansion03\doodads\twilighthammer\cage\twilightshammer_cage_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.56004798412,-1.45593500137,-0.0831499993801,1.5358029604,1.53944599628,5.18885993958,0,
9124,"WORLD\EXPANSION02\DOODADS\ICECROWN\DOORS\ICECROWN_DOOR_01.MDX",0,16401,0,16400,0,0,0,0,0,0,-5.80490684509,-11.1614437103,-0.0291740000248,5.85868883133,11.1657543182,37.2700843811,0,
9125,"world\expansion03\doodads\twilighthammer\cage\twilightshammer_cage_02.mdx",0,0,0,0,0,0,0,0,0,0,-1.5413620472,-1.43286001682,-0.209149003029,1.54494202137,1.46201598644,4.63747501373,0,
9126,"world\generic\goblin\passivedoodads\lostisles\goblin_signpost_03.mdx",0,0,0,0,0,0,0,0,0,0,-0.103946998715,-0.0989530012012,-0.246693000197,0.0987010002136,0.757798016071,0.244461998343,0,
9127,"world\wmo\kalimdor\buildings\taurendruidtent\taurendruidtent.wmo",0,0,0,0,0,0,0,0,0,0,-55.6009216309,-47.2923545837,-6.68488883972,61.3852882385,53.0943565369,34.1239929199,0,
9128,"creature\scryingorb\scryingorb.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9129,"world\skillactivated\tradeskillnodes\kajamite_node_01.mdx",0,0,0,0,0,0,0,0,0,0,-1.00374901295,-0.809318006039,-0.424524009228,0.189877003431,0.677268981934,1.05545496941,0,
9130,"world\expansion03\doodads\worgen\items\worgen_paper_06.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9132,"world\goober\g_cage_arcane.mdx",17934,17935,0,17933,0,0,0,0,0,0,-1.53372597694,-1.55286002159,0.396275013685,1.55911898613,1.53998494148,2.91388297081,0,
9134,"spells\snowflakecreature_var1.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9135,"WORLD\GENERIC\GOBLIN\PASSIVEDOODADS\LOSTISLES\GOBLIN_POOLELEVATOR.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9136,"WORLD\EXPANSION02\DOODADS\ICECROWN\ELEVATOR\ICECROWN_ELEVATOR.MDX",0,0,0,0,0,0,0,0,0,0,-9.84499835968,-9.84497833252,-0.324001014233,9.8449716568,9.84498310089,0.323998987675,482,
9137,"world\expansion03\doodads\worgen\items\worgen_sign01.MDX",0,0,0,0,0,0,0,0,0,0,-0.0738779976964,-1.03610396385,0.0370629988611,0.127641007304,0.407743990421,1.01068496704,0,
9138,"world\expansion03\doodads\worgen\items\worgen_brazier_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.832584023476,-0.947443008423,-0.291539996862,0.900907993317,0.955542981625,2.76375102997,0,
9139,"world\expansion03\doodads\worgen\items\worgen_mailbox.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9140,"world\expansion03\doodads\worgen\items\worgen_cauldron_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.748730003834,-1.09501600266,-0.272448986769,0.853094995022,1.14383494854,4.1856970787,0,
9141,"world\expansion03\doodads\worgen\items\worgen_forge_01.MDX",0,0,0,0,0,0,0,0,0,0,-2.67602801323,-1.52174603939,-0.11587099731,2.16207408905,6.41056394577,5.43817996979,0,
9142,"world\expansion03\doodads\worgen\items\worgen_anvil_01.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9143,"world\expansion03\doodads\pygmy\items\pygmy_drums_01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9144,"world\wmo\transports\icebreaker\icebreaker_ship_transport.wmo",0,0,0,0,0,0,0,0,0,0,-60.7107543945,-14.8757095337,-10.5453443527,50.1500511169,14.8757133484,62.6377182007,0,
9145,"creature\invisiblestalker\invisiblestalker.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9146,"world\expansion03\doodads\worgen\items\worgen_telescope.MDX",0,0,0,0,0,0,0,0,0,0,-6.8781170845,-2.04423499107,-0.0238080006093,6.67896604538,2.11100196838,16.6824836731,0,
9147,"creature\invisibleman\invisibleman.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9148,"world\wmo\kalimdor\pvp\collidabledoodads\netents\nightelftent01_pvp.wmo",0,0,0,0,0,0,0,0,0,0,-4.05895614624,-2.69335532188,-0.0277778189629,1.57245135307,3.71624493599,11.3973436356,0,
9149,"world\wmo\kalimdor\pvp\collidabledoodads\netents\nightelftent02_pvp.wmo",0,0,0,0,0,0,0,0,0,0,-3.6590795517,-4.17706203461,-0.0204717274755,3.69198393822,4.19219875336,9.71503829956,0,
9150,"world\wmo\northrend\buildings\human\nd_alliancegunship_icecrown.wmo",0,0,0,0,0,0,0,0,0,0,-110.408187866,-49.8842124939,-31.6480445862,63.8489646912,49.8840370178,45.5967178345,461,
9151,"world\wmo\northrend\buildings\winterorc\nd_hordegunship_icecrown.wmo",0,0,0,0,0,0,0,0,0,0,-99.0115280151,-82.5623245239,-0.0578073523939,82.6923904419,82.5623245239,123.730377197,462,
9152,"world\wmo\dungeon\md_shipwreck\transport_shipwreck.wmo",0,0,0,0,0,0,0,0,0,0,-54.1569519043,-24.5073356628,-12.1341943741,48.6920623779,28.3044261932,54.253276825,0,
9153,"world\generic\goblin\passivedoodads\kezan\chairs\goblin_kezan_beachchair_01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9154,"world\generic\goblin\passivedoodads\kezan\items\goblin_beachparasol_01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9155,"world\kalimdor\diremaul\passivedoodads\rubble\diremaultrimrubble01.mdx",0,0,0,0,0,0,0,0,0,0,-0.895188987255,-0.893943011761,-0.07473000139,1.206346035,1.01191496849,0.679953992367,0,
9156,"world\kalimdor\diremaul\passivedoodads\rubble\diremaultrimrubble02.mdx",0,0,0,0,0,0,0,0,0,0,-0.658888995647,-0.513616979122,-0.0454830005765,0.442568004131,0.639958977699,0.687325000763,0,
9157,"world\expansion02\doodads\stratholme_past\ld_stratholme_clothingline01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9158,"world\expansion02\doodads\generic\forsaken\fk_chemistryset_02.mdx",0,0,0,0,0,0,0,0,0,0,-0.506223022938,-1.350061059,-0.101397998631,0.685003995895,1.35291302204,2.20818209648,0,
9159,"world\expansion02\doodads\generic\forsaken\fk_chemistryset_03.mdx",0,0,0,0,0,0,0,0,0,0,-0.568821012974,-1.73117101192,-0.155918002129,0.58143901825,1.3096139431,2.18991708755,0,
9160,"world\expansion02\doodads\generic\forsaken\fk_chemistryset_04.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9161,"world\expansion02\doodads\generic\forsaken\fk_wagon02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9162,"world\expansion02\doodads\generic\forsaken\fk_plaguebarrelempty.mdx",0,0,0,0,0,0,0,0,0,0,-0.434821009636,-0.435243010521,0.000829000025988,0.434821009636,0.434399992228,1.12321698666,0,
9163,"world\expansion02\doodads\generic\forsaken\fk_plaguewagon_empty.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9164,"world\khazmodan\blackrock\passivedoodads\deathwingexperiments\wallmountedvial02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9165,"world\generic\passivedoodads\particleemitters\aurawhiteverytall_v2.mdx",0,0,0,0,0,0,0,0,0,0,-0.855377972126,-0.928754985332,0.372004002333,0.879244983196,0.937799990177,65.1602630615,0,
9166,"world\generic\passivedoodads\particleemitters\auraredverytall_v2.mdx",0,0,0,0,0,0,0,0,0,0,-0.855377972126,-0.928754985332,0.372004002333,0.879244983196,0.937799990177,65.1602630615,0,
9167,"world\generic\passivedoodads\particleemitters\aurablueverytall_v2.mdx",0,0,0,0,0,0,0,0,0,0,-0.855377972126,-0.928754985332,0.372004002333,0.879244983196,0.937799990177,65.1602630615,0,
9168,"world\generic\human\passive doodads\clothing\foldedpantsgrey.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9169,"world\generic\human\passive doodads\clothing\foldershirtgreen.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9170,"world\generic\orc\passive doodads\tailoring\clothes\orcpants01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9171,"world\expansion02\doodads\zuldrak\waterfalls\zuldrak_purple_water_mist.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9172,"WORLD\EXPANSION02\DOODADS\ICECROWN\DOORS\ICECROWN_PORTCULLIS_01.MDX",0,16408,0,16409,0,0,0,0,0,0,-0.396710008383,-2.91869997978,-0.408161997795,0.396708995104,2.96605205536,5.0626912117,0,
9173,"WORLD\EXPANSION02\DOODADS\ICECROWN\DOORS\ICECROWN_PORTCULLIS_02.MDX",0,16501,0,16502,0,0,0,0,0,0,-0.443396985531,-3.05107092857,-0.408161997795,0.443396985531,3.09871411324,13.4622821808,0,
9174,"WORLD\EXPANSION02\DOODADS\ICECROWN\DOORS\ICECROWN_DOOR_04.MDX",0,16504,0,16505,0,0,0,0,0,0,-5.84563922882,-20.798784256,-0.516664981842,3.7629981041,20.7987823486,49.7240219116,0,
9175,"WORLD\EXPANSION02\DOODADS\ICECROWN\DOORS\ICECROWN_ROOSTPORTCULLIS_01.MDX",0,16576,0,0,0,0,0,0,0,0,-1.8097089529,-20.4070205688,-2.77414894104,1.80971801281,20.8388690948,24.2311973572,0,
9176,"world\generic\nightelf\passive doodads\tent\nightelfsingletent02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9177,"world\generic\nightelf\passive doodads\tent\nightelfsingletent01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9178,"world\generic\gnome\passive doodads\gears&levers\gnomelever.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9179,"creature\spells\airelementaltotem.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9180,"world\generic\goblin\passivedoodads\kezan\chairs\goblin_kezan_beachchair_02.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9181,"creature\goblinrocket\goblin_rocket.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9182,"spells\rocketlauncher_precast.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9183,"world\generic\tauren\passive doodads\warharnasses\warharnessfloor01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9184,"creature\questobjects\creature_sc_crystal.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9185,"creature\questobjects\creature_scourgecrystal.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9188,"WORLD\EXPANSION02\DOODADS\ICECROWN\LAB ITEMS\ICECROWN_LABTABLE_03_POTIONS.MDX",0,0,0,0,0,0,0,0,0,0,-2.65095496178,-7.0949177742,-0.459093987942,2.70940494537,6.79406881332,2.7918419838,0,
9189,"creature\gyrocopter\gyrocopter_01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9190,"creature\gyrocopter\gyrocopter_02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,141,
9191,"world\generic\goblin\passivedoodads\kezan\items\goblin_kezan_painting_02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9192,"world\azeroth\bootybay\passivedoodad\deadfish\fishdeadpurple.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9193,"world\expansion02\doodads\generic\scourge\sc_yoggthoritebar_stack_01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9194,"world\expansion02\doodads\generic\scourge\sc_teleportpad2.mdx",16545,16547,16545,16546,0,0,0,0,0,0,-4.77406311035,-4.66295289993,-4.28667211533,4.77406406403,4.88517379761,13.1182842255,0,
9195,"world\expansion02\doodads\generic\scourge\sc_brazier2_orange.mdx",0,0,0,0,0,0,0,0,0,0,-0.661332011223,-0.703746020794,-0.231222003698,0.68536400795,0.627202987671,1.72619903088,0,
9196,"world\expansion03\doodads\worgen\items\worgen_paper_01.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9197,"world\expansion03\doodads\worgen\items\worgen_paper_02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9198,"world\expansion03\doodads\worgen\items\worgen_paper_03.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9199,"WORLD\EXPANSION02\DOODADS\ICECROWN\DOORS\ICECROWN_DOOR_02COLLISION.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9200,"WORLD\EXPANSION02\DOODADS\ICECROWN\DOORS\ICECROWN_DOOR_02LEFT.MDX",0,0,0,0,0,0,0,0,0,0,-5.85668516159,-18.1238861084,6.14774990082,3.44237399101,0.165644004941,46.8493499756,0,
9201,"WORLD\EXPANSION02\DOODADS\ICECROWN\DOORS\ICECROWN_DOOR_02RIGHT.MDX",0,0,0,0,0,0,0,0,0,0,-5.85665988922,0.0864339992404,6.14774990082,3.44239807129,18.3573093414,46.8493499756,0,
9202,"WORLD\EXPANSION02\DOODADS\ICECROWN\VALVE\ICECROWN_VALVE.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9203,"WORLD\EXPANSION02\DOODADS\ICECROWN\TUBES\ICECROWN_ORANGETUBES.MDX",0,0,0,0,0,0,0,0,0,0,-32.2567100525,-43.936466217,3.18206906319,35.4570808411,3.02766108513,16.5731391907,0,
9204,"WORLD\EXPANSION02\DOODADS\ICECROWN\TUBES\ICECROWN_GREENTUBES.MDX",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9205,"world\generic\passivedoodads\weaponcrates\weaponcratehordeaxelid.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9207,"world\wmo\dungeon\md_pirateship\pirateship_plank.wmo",0,0,0,0,0,0,0,0,0,0,-50.6070175171,-34.5243606567,-16.8848266602,46.1341819763,22.978017807,52.8719825745,0,
9208,"world\wmo\azeroth\buildings\stranglethorn_bootybay\bootybayplank.wmo",0,0,0,0,0,0,0,0,0,0,-2.63857197762,-6.71497583389,-3.10602259636,2.90177774429,5.18074321747,1.48567831516,0,
9209,"world\generic\passivedoodads\deathskeletons\bloodelfmaledeathskeleton.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9210,"world\generic\goblin\passivedoodads\lostisles\goblinbattery_02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9211,"world\generic\gnome\passive doodads\furniture\gnomebed02.mdx",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
